state_name,county_name,state_fips,county_fips,age_adjusted_percent,age_adjusted_percent_sd,age_adjusted_percent_95l,age_adjusted_percent_p5u,est_percent,percent_sd,percent_95l,percent_95u,estimated_total,estimated_total_sd,estimated_total_95l,estimated_total_95h,v1,v2,obesity_bin,obesity_category
"MISSISSIPPI","Tate County","28","137",35.1,2.5,30.3,40.2,35.1,2.5,30.4,40.1,6670,469,5778,7624,"",,6,5
"MISSISSIPPI","Tippah County","28","139",31.9,3,26.5,38.2,31.6,2.9,26.4,37.7,4907,455,4092,5853,"",,4,5
"MISSISSIPPI","Tishomingo County","28","141",26.3,2.8,21.1,32.1,25.8,2.6,21,31.3,3693,378,3007,4477,"",,2,1
"MISSISSIPPI","Tunica County","28","143",41.5,4.2,33.8,50.5,41.7,4.2,34.1,50.6,2872,288,2352,3487,"",,6,5
"MISSISSIPPI","Union County","28","145",32.6,3.2,26.9,39.2,32.3,3,26.8,38.6,6348,596,5269,7592,"",,5,5
"MISSISSIPPI","Walthall County","28","147",39.2,3.3,33,45.9,38.7,3.2,32.8,45.1,4261,351,3608,4968,"",,6,5
"MISSISSIPPI","Warren County","28","149",35.7,2.4,31.2,40.6,35.7,2.3,31.4,40.4,12010,773,10540,13590,"",,6,5
"MISSISSIPPI","Washington County","28","151",36.7,2.1,32.5,40.9,36.8,2,32.9,40.9,13880,764,12410,15410,"",,6,5
"MISSISSIPPI","Wayne County","28","153",34.4,3,28.9,40.4,34.3,2.9,28.9,40.2,5061,426,4272,5934,"",,5,5
"MISSISSIPPI","Webster County","28","155",31.8,3.3,26,38.8,31.4,3.2,25.8,38,2273,231,1869,2756,"",,4,4
"MISSISSIPPI","Wilkinson County","28","157",38,3.6,31.2,45.5,37.9,3.6,31.2,45.2,2884,271,2374,3440,"",,6,5
"MISSISSIPPI","Winston County","28","159",36.4,3.3,30.3,43.5,35.6,3.1,29.8,42.1,5117,451,4285,6061,"",,6,5
"MISSISSIPPI","Yalobusha County","28","161",37.3,3.3,31.2,44.3,36.7,3.2,30.8,43.3,3618,313,3037,4268,"",,6,5
"MISSISSIPPI","Yazoo County","28","163",36.5,3,31,42.7,36.5,3,31,42.7,7539,618,6406,8817,"",,6,5
"MISSOURI","Adair County","29","001",29,2.5,24.3,34.2,28.8,2.6,24.2,34.2,5193,462,4354,6158,"",,3,2
"MISSOURI","Andrew County","29","003",30.2,2.7,25.4,35.9,30.4,2.6,25.6,35.7,3840,330,3243,4522,"",,4,4
"MISSOURI","Atchison County","29","005",29.3,3,23.9,35.3,29,2.7,24,34.6,1338,126,1108,1595,"",,3,3
"MISSOURI","Audrain County","29","007",30.5,2.8,25.5,36.4,30.3,2.7,25.4,35.8,5842,517,4900,6915,"",,4,4
"MISSOURI","Barry County","29","009",29.4,2.8,24.4,35.4,29.3,2.7,24.5,34.9,7672,695,6413,9140,"",,3,3
"MISSOURI","Barton County","29","011",29.6,2.9,24.3,35.7,29.4,2.8,24.3,35.2,2679,253,2219,3205,"",,3,3
"MISSOURI","Bates County","29","013",29.5,2.7,24.4,35.2,29.2,2.6,24.4,34.7,3715,329,3104,4405,"",,3,3
"MISSOURI","Benton County","29","015",30.1,3,24.9,36.4,29.4,2.7,24.5,35,4271,388,3567,5086,"",,4,3
"MISSOURI","Bollinger County","29","017",30.6,3,25.1,37,30.5,2.9,25.2,36.7,2750,261,2273,3300,"",,4,4
"MISSOURI","Boone County","29","019",28.9,2.1,25.1,33.3,29.1,2.1,25.2,33.7,32650,2401,28220,37750,"",,3,2
"MISSOURI","Buchanan County","29","021",34.5,2.1,30.5,39,34.2,2,30.4,38.4,22480,1343,19970,25290,"",,5,5
"MISSOURI","Butler County","29","023",31,2.7,26.2,36.7,30.7,2.5,26.2,36,9467,775,8056,11100,"",,4,4
"MISSOURI","Caldwell County","29","025",30.7,2.9,25.3,36.8,30.6,2.8,25.5,36.4,2061,186,1719,2452,"",,4,4
"MISSOURI","Callaway County","29","027",31.1,2.7,26.3,36.7,31.4,2.7,26.5,36.9,10070,863,8509,11850,"",,4,4
"MISSOURI","Camden County","29","029",28.4,2.7,23.7,33.9,28,2.4,23.6,33,8904,777,7502,10500,"",,3,2
"MISSOURI","Cape Girardeau County","29","031",29.8,2.4,25.3,34.7,29.8,2.3,25.4,34.6,16160,1269,13800,18790,"",,3,3
"MISSOURI","Carroll County","29","033",29.8,2.8,24.7,35.7,29.5,2.6,24.7,34.9,2174,194,1822,2577,"",,3,3
"MISSOURI","Carter County","29","035",29.4,3,24.1,35.7,29.4,2.8,24.3,35.3,1281,122,1057,1537,"",,3,3
"MISSOURI","Cass County","29","037",29.6,2.3,25.4,34.3,29.9,2.3,25.7,34.5,21060,1601,18100,24270,"",,3,3
"MISSOURI","Cedar County","29","039",30.1,3,24.5,36.5,29.5,2.8,24.3,35.4,3027,287,2498,3633,"",,4,3
"MISSOURI","Chariton County","29","041",29.1,2.8,24.1,35,28.8,2.5,24.1,34.1,1737,153,1454,2059,"",,3,3
"MISSOURI","Christian County","29","043",28.1,2.5,23.4,33.3,28.2,2.5,23.5,33.5,15280,1357,12730,18130,"",,3,2
"MISSOURI","Clark County","29","045",30.6,3.1,24.9,37.3,30.4,2.9,25.2,36.6,1636,157,1352,1966,"",,4,4
"MISSOURI","Clay County","29","047",29.5,1.9,25.9,33.5,29.9,1.9,26.3,33.9,46380,2985,40780,52600,"",,3,3
"MISSOURI","Clinton County","29","049",30.5,2.8,25.3,36.4,30.5,2.7,25.5,36.1,4788,425,4004,5670,"",,4,4
"MISSOURI","Cole County","29","051",27.9,2.2,23.9,32.5,28.1,2.2,24.1,32.6,15470,1199,13250,17960,"",,3,2
"MISSOURI","Cooper County","29","053",30.6,2.8,25.4,36.5,30.5,2.8,25.4,36.3,4021,367,3348,4797,"",,4,4
"MISSOURI","Crawford County","29","055",30.5,3,25.2,36.8,30.4,2.8,25.2,36.3,5356,501,4440,6407,"",,4,4
"MISSOURI","Dade County","29","057",29.7,3,24.2,36.1,29.4,2.8,24.3,35.4,1659,160,1372,1996,"",,3,3
"MISSOURI","Dallas County","29","059",30.2,3,25,36.5,30.3,2.9,25.2,36.2,3714,353,3090,4448,"",,4,4
"MISSOURI","Daviess County","29","061",30.3,3,24.8,36.6,30.3,2.9,25,36.4,1706,162,1407,2047,"",,4,4
"MISSOURI","DeKalb County","29","063",30.7,2.7,25.7,36.5,30.8,2.8,25.7,36.7,3035,276,2534,3614,"",,4,4
"MISSOURI","Dent County","29","065",30,2.9,24.7,36,29.6,2.7,24.7,35.2,3393,310,2825,4037,"",,4,3
"MISSOURI","Douglas County","29","067",29.7,2.9,24.4,35.8,29.7,2.7,24.6,35.4,3017,279,2501,3594,"",,3,3
"MISSOURI","Dunklin County","29","069",31.8,2.8,26.8,37.6,31.5,2.6,26.8,36.9,7153,589,6086,8376,"",,4,4
"MISSOURI","Franklin County","29","071",29.8,2.6,25,35.3,30.1,2.6,25.3,35.5,22130,1888,18640,26130,"",,3,3
"MISSOURI","Gasconade County","29","073",29.9,3,24.6,36.3,29.7,2.8,24.8,35.6,3450,321,2876,4134,"",,3,3
"MISSOURI","Gentry County","29","075",29.8,2.9,24.5,35.8,29.2,2.7,24.3,34.6,1350,123,1123,1601,"",,3,3
"MISSOURI","Greene County","29","077",29.2,2,25.5,33.3,29.2,2,25.5,33.2,58020,3891,50750,65990,"",,3,3
"MISSOURI","Grundy County","29","079",29.1,2.8,24,34.9,28.5,2.6,23.8,33.9,2152,193,1794,2559,"",,3,3
"MISSOURI","Harrison County","29","081",30,2.9,24.8,36,29.6,2.7,24.6,35.1,1979,180,1645,2351,"",,4,3
"MISSOURI","Henry County","29","083",30.3,2.9,25,36.5,29.9,2.7,24.9,35.6,5036,461,4191,6006,"",,4,4
"MISSOURI","Hickory County","29","085",29.7,3.1,24.2,36.2,28.7,2.7,23.8,34.3,2088,195,1731,2502,"",,3,3
"MISSOURI","Holt County","29","087",30.6,3.1,24.9,37.1,30.2,2.8,24.9,36.1,1148,108,946,1371,"",,4,4
"MISSOURI","Howard County","29","089",29.9,2.8,24.8,35.8,29.7,2.7,24.9,35.3,2187,198,1829,2598,"",,3,3
"MISSOURI","Howell County","29","091",30,2.6,25.3,35.4,29.6,2.4,25.3,34.7,8481,693,7233,9916,"",,4,3
"MISSOURI","Iron County","29","093",32,3.1,26.3,38.6,31.8,2.9,26.5,38.1,2340,216,1946,2798,"",,4,5
"MISSOURI","Jackson County","29","095",31,1.4,28.4,33.9,31.2,1.4,28.6,33.9,150100,6535,137600,163400,"",,4,4
"MISSOURI","Jasper County","29","097",31.4,2.5,26.6,36.6,31.2,2.5,26.6,36.3,25960,2061,22120,30170,"",,4,4
"MISSOURI","Jefferson County","29","099",30.4,2.4,26,35.4,30.9,2.4,26.4,35.8,48760,3799,41750,56600,"",,4,4
"MISSOURI","Johnson County","29","101",31.1,2.3,26.9,35.9,31.2,2.3,26.9,36,11530,850,9939,13310,"",,4,4
"MISSOURI","Knox County","29","103",29.3,3,23.8,35.9,29,2.8,23.8,34.7,870,83,716,1043,"",,3,3
"MISSOURI","Laclede County","29","105",30.4,2.8,25.3,36.2,30.2,2.7,25.2,35.7,7844,690,6565,9296,"",,4,4
"MISSOURI","Lafayette County","29","107",30.2,2.7,25.3,35.7,29.9,2.5,25.3,35.2,7317,621,6182,8597,"",,4,4
"MISSOURI","Lawrence County","29","109",29.8,2.8,24.8,35.6,29.6,2.7,24.8,35.1,8099,727,6788,9601,"",,3,3
"MISSOURI","Lewis County","29","111",29.6,2.9,24.3,35.9,29.3,2.7,24.3,35.3,2168,202,1797,2606,"",,3,3
"MISSOURI","Lincoln County","29","113",30.7,2.9,25.4,36.8,31,2.9,25.6,37.2,11580,1083,9566,13900,"",,4,4
"MISSOURI","Linn County","29","115",30.9,2.9,25.6,36.9,30.5,2.7,25.5,36,2850,249,2385,3369,"",,4,4
"MISSOURI","Livingston County","29","117",29,2.6,24.1,34.5,28.6,2.5,24.1,33.7,3071,266,2588,3617,"",,3,2
"MISSOURI","Macon County","29","121",29.2,2.5,24.4,34.4,29,2.4,24.5,33.8,3398,278,2875,3965,"",,3,3
"MISSOURI","Madison County","29","123",30.3,3,24.8,36.4,30.1,2.9,24.9,36,2775,263,2293,3320,"",,4,4
"MISSOURI","Maries County","29","125",30.7,3.1,25.1,37.2,30.6,2.9,25.3,36.8,2081,200,1724,2504,"",,4,4
"MISSOURI","Marion County","29","127",29.5,2.4,25.1,34.4,29.4,2.3,25.3,34.1,6034,472,5182,6989,"",,3,3
"MISSOURI","McDonald County","29","119",30.4,2.9,25.2,36.3,30.5,2.8,25.5,36.4,4845,449,4040,5778,"",,4,4
"MISSOURI","Mercer County","29","129",29.9,3.2,24.3,36.5,29.5,2.9,24.3,35.5,797,78,658,960,"",,3,3
"MISSOURI","Miller County","29","131",29.1,2.8,24,34.9,28.9,2.6,24.1,34.4,5319,486,4439,6342,"",,3,3
"MISSOURI","Mississippi County","29","133",30.8,2.8,25.6,36.5,30.6,2.6,25.6,36.1,3067,264,2571,3615,"",,4,4
"MISSOURI","Moniteau County","29","135",29.6,2.7,24.6,35.1,29.6,2.7,24.7,35.1,3287,296,2743,3898,"",,3,3
"MISSOURI","Monroe County","29","137",30.1,3,24.7,36.2,29.9,2.8,24.8,35.6,2039,190,1690,2428,"",,4,3
"MISSOURI","Montgomery County","29","139",29.4,2.8,24.2,35.3,29.3,2.7,24.4,34.9,2580,237,2148,3074,"",,3,3
"MISSOURI","Morgan County","29","141",28.6,2.7,23.6,34.3,28.1,2.5,23.5,33.3,4403,392,3675,5218,"",,3,2
"MISSOURI","New Madrid County","29","143",31.4,2.8,26.3,37.4,31.2,2.6,26.4,36.8,4056,342,3428,4771,"",,4,4
"MISSOURI","Newton County","29","145",29.2,2.5,24.6,34.4,29.3,2.5,24.8,34.4,11960,1004,10120,14030,"",,3,3
"MISSOURI","Nodaway County","29","147",29.2,2.5,24.5,34.4,28.9,2.5,24.2,34.2,4793,420,4015,5659,"",,3,3
"MISSOURI","Oregon County","29","149",30.7,3,25.3,37.1,30.6,2.8,25.5,36.6,2373,220,1976,2835,"",,4,4
"MISSOURI","Osage County","29","151",29.9,3,24.5,36.3,29.8,2.9,24.6,35.9,2927,282,2412,3519,"",,3,3
"MISSOURI","Ozark County","29","153",29.9,3,24.3,36,29.4,2.7,24.3,35.1,2108,197,1742,2512,"",,3,3
"MISSOURI","Pemiscot County","29","155",33.1,3,27.7,39.3,32.9,2.8,27.7,38.7,4183,357,3524,4918,"",,5,5
"MISSOURI","Perry County","29","157",30.4,2.9,25.1,36.5,30.3,2.8,25.1,36.1,4180,384,3469,4985,"",,4,4
"MISSOURI","Pettis County","29","159",30.5,2.7,25.6,36.2,30.2,2.6,25.5,35.6,8914,758,7527,10520,"",,4,4
"MISSOURI","Phelps County","29","161",29.5,2.6,24.7,34.8,29.4,2.5,24.7,34.6,9166,779,7706,10780,"",,3,3
"MISSOURI","Pike County","29","163",30.1,2.6,25.4,35.4,30,2.5,25.5,35.2,4230,353,3589,4967,"",,4,3
"MISSOURI","Platte County","29","165",28.6,2.3,24.4,33.6,29,2.3,24.8,34,18340,1464,15680,21490,"",,3,2
"MISSOURI","Polk County","29","167",29.7,2.7,24.8,35.6,29.4,2.7,24.6,35.1,6443,582,5385,7689,"",,3,3
"MISSOURI","Pulaski County","29","169",32.3,2.7,27.4,38,32.7,2.8,27.6,38.6,9546,819,8062,11270,"",,4,5
"MISSOURI","Putnam County","29","171",30,3.1,24.4,36.5,29.6,2.8,24.5,35.4,1081,103,894,1293,"",,4,3
"MISSOURI","Ralls County","29","173",29.6,2.9,24.2,35.8,29.6,2.8,24.5,35.4,2234,209,1850,2671,"",,3,3
"MISSOURI","Randolph County","29","175",31.6,2.6,26.8,36.9,31.6,2.5,26.9,36.8,6028,482,5135,7012,"",,4,4
"MISSOURI","Ray County","29","177",30.5,2.8,25.4,36.5,30.8,2.7,25.9,36.6,5322,468,4472,6326,"",,4,4
"MISSOURI","Reynolds County","29","179",29.9,3,24.4,36.4,29.4,2.8,24.3,35.5,1450,139,1197,1748,"",,3,3
"MISSOURI","Ripley County","29","181",29.2,2.8,23.9,35.1,29.1,2.7,24,34.5,2926,271,2415,3479,"",,3,3
"MISSOURI","Saline County","29","195",30.2,2.5,25.7,35.6,30.1,2.4,25.7,35.2,4949,401,4225,5781,"",,4,4
"MISSOURI","Schuyler County","29","197",30.2,3.3,24.3,37,29.7,3,24.2,36,937,95,764,1135,"",,4,4
"MISSOURI","Scotland County","29","199",30.9,3.2,25.1,37.7,30.7,3,25.1,37,1063,105,869,1283,"",,4,4
"MISSOURI","Scott County","29","201",30.7,2.6,25.9,36.4,30.8,2.5,26.1,36.2,9009,741,7634,10590,"",,4,4
"MISSOURI","Shannon County","29","203",30.2,3,24.8,36.5,30.1,2.8,25,36.2,1891,177,1572,2270,"",,4,4
"MISSOURI","Shelby County","29","205",29.9,2.9,24.6,35.9,29.7,2.7,24.6,35.2,1421,131,1180,1685,"",,3,3
"MISSOURI","St. Charles County","29","183",28.8,2.1,24.9,33.1,29.1,2.1,25.3,33.5,72790,5228,63280,83630,"",,3,2
"MISSOURI","St. Clair County","29","185",29.6,3,24.2,36,29.2,2.7,24.1,34.9,2094,197,1730,2507,"",,3,3
"MISSOURI","St. Francois County","29","187",31.2,2.6,26.5,36.5,31.1,2.5,26.5,36.3,14900,1218,12690,17400,"",,4,4
"MISSOURI","St. Louis city","29","510",32.9,1.5,30,36,33.4,1.5,30.5,36.4,85650,3869,78190,93330,"",,5,5
"MISSOURI","St. Louis County","29","189",28.4,1.4,25.8,31.2,28.5,1.3,26.1,31.1,210100,9482,192100,229200,"",,3,2
"MISSOURI","Ste. Genevieve County","29","186",30.5,2.9,25.2,36.7,30.5,2.8,25.4,36.3,4082,377,3403,4868,"",,4,4
"MISSOURI","Stoddard County","29","207",29.1,2.7,24.2,34.8,28.8,2.5,24.2,34.2,6412,568,5381,7606,"",,3,3
"MISSOURI","Stone County","29","209",28.8,2.7,23.9,34.5,28.4,2.5,23.8,33.6,7002,611,5873,8280,"",,3,2
"MISSOURI","Sullivan County","29","211",29.3,3,23.7,35.6,29.3,2.9,24,35.3,1409,138,1154,1699,"",,3,3
"MISSOURI","Taney County","29","213",31.6,2.9,26.4,37.8,31.3,2.8,26.2,37,10920,977,9163,12930,"",,4,4
"MISSOURI","Texas County","29","215",30.6,2.8,25.5,36.4,30.3,2.6,25.4,35.7,5681,490,4775,6691,"",,4,4
"MISSOURI","Vernon County","29","217",30.7,3,25.3,37.3,30.6,2.9,25.5,36.8,4394,411,3661,5281,"",,4,4
"MISSOURI","Warren County","29","219",30.7,3,25.3,37.2,30.7,2.9,25.4,37,6965,663,5765,8391,"",,4,4
"MISSOURI","Washington County","29","221",31.3,2.9,26,37.3,31.3,2.8,26,37.3,5669,514,4706,6742,"",,4,4
"MISSOURI","Wayne County","29","223",31,3.1,25.5,37.8,30.3,2.8,25.2,36.2,2967,275,2471,3549,"",,4,4
"MISSOURI","Webster County","29","225",30.2,2.8,25.1,36,30.2,2.8,25.1,36,7845,714,6514,9329,"",,4,4
"MISSOURI","Worth County","29","227",29.4,3.3,23.4,36.4,28.8,2.9,23.4,34.9,466,48,378,565,"",,3,3
"MISSOURI","Wright County","29","229",31.1,3,25.6,37.5,30.5,2.8,25.5,36.5,4100,378,3418,4897,"",,4,4
"MONTANA","Beaverhead County","30","001",21,3.3,15.3,28.1,21.4,3.2,15.8,28.2,1415,212,1043,1867,"",,1,0
"MONTANA","Big Horn County","30","003",33.6,3.3,27.3,40.3,33.7,3.3,27.4,40.2,2782,271,2267,3324,"",,5,5
"MONTANA","Blaine County","30","005",33.9,3.6,27.2,41.5,33.7,3.5,27.3,41,1495,154,1209,1815,"",,5,5
"MONTANA","Broadwater County","30","007",23.6,4.1,16.4,32.4,23.5,3.9,16.7,31.8,871,144,617,1178,"",,1,0
"MONTANA","Carbon County","30","009",26.7,3.8,19.8,34.7,27,3.7,20.3,34.9,2049,283,1541,2643,"",,2,1
"MONTANA","Carter County","30","011",24,4.7,16,34.3,24,4.5,16.2,34,244,46,164,345,"",,1,0
"MONTANA","Cascade County","30","013",24,1.6,21,27.2,24.3,1.5,21.5,27.4,14540,895,12840,16370,"",,1,0
"MONTANA","Chouteau County","30","015",26.6,4,19.5,35.1,26.1,3.8,19.4,34.3,1036,151,769,1358,"",,2,1
"MONTANA","Custer County","30","017",24.5,3.2,18.7,31.2,24.7,3,19.1,31.1,2053,253,1583,2582,"",,1,0
"MONTANA","Daniels County","30","019",22.7,4.3,15.1,32.1,23,4.1,15.8,31.8,308,55,211,425,"",,1,0
"MONTANA","Dawson County","30","021",25.8,3.6,19.4,33.5,26.2,3.5,20,33.7,1711,231,1304,2201,"",,2,0
"MONTANA","Deer Lodge County","30","023",24.9,3.7,18.4,32.6,25.1,3.6,18.7,32.4,1754,249,1310,2271,"",,1,0
"MONTANA","Fallon County","30","025",26.4,4.8,18.1,37,26.8,4.7,18.8,36.8,568,99,397,779,"",,2,1
"MONTANA","Fergus County","30","027",23.1,3,17.7,29.7,23.4,2.9,18.2,29.4,2058,254,1600,2588,"",,1,0
"MONTANA","Flathead County","30","029",21.9,1.3,19.4,24.7,21.9,1.3,19.5,24.5,14430,837,12820,16130,"",,1,0
"MONTANA","Gallatin County","30","031",17.2,1.1,15,19.5,17.3,1.2,15,19.7,11520,785,10020,13110,"",,1,0
"MONTANA","Garfield County","30","033",26,5.1,17.3,37.5,26.1,4.8,17.8,36.7,234,43,160,329,"",,2,0
"MONTANA","Glacier County","30","035",30.8,3,25.4,37,31.1,2.9,25.8,37.2,2729,256,2260,3265,"",,4,4
"MONTANA","Golden Valley County","30","037",24.4,5,16,35.4,24.4,4.8,16.2,34.9,198,39,131,283,"",,1,0
"MONTANA","Granite County","30","039",24.4,4.3,16.9,33.6,24.7,4.1,17.6,33.8,558,93,396,762,"",,1,0
"MONTANA","Hill County","30","041",30.4,2,26.5,34.4,30.4,1.9,26.7,34.4,3481,221,3055,3935,"",,4,4
"MONTANA","Jefferson County","30","043",22.3,3.2,16.7,28.9,22.7,3.2,17.1,29.4,1954,271,1468,2527,"",,1,0
"MONTANA","Judith Basin County","30","045",23.1,4.2,15.8,32.1,23.8,4.1,16.6,32.5,376,65,262,514,"",,1,0
"MONTANA","Lake County","30","047",26.6,1.5,23.8,29.6,26.4,1.4,23.8,29.2,5509,286,4967,6095,"",,2,1
"MONTANA","Lewis and Clark County","30","049",21.6,1.6,18.5,24.8,22.2,1.6,19.2,25.3,10120,721,8732,11550,"",,1,0
"MONTANA","Liberty County","30","051",24.5,4.6,16.4,34.5,24.6,4.4,16.8,34,348,63,237,480,"",,1,0
"MONTANA","Lincoln County","30","053",22.4,2.2,18.5,26.9,22.8,2,19.1,26.9,3381,296,2826,3979,"",,1,0
"MONTANA","Madison County","30","057",20.9,3.1,15.5,27.4,21.2,3,15.9,27.4,1280,179,957,1654,"",,1,0
"MONTANA","McCone County","30","055",22.8,4.1,15.6,31.8,23.2,4,16.2,31.4,305,52,213,412,"",,1,0
"MONTANA","Meagher County","30","059",25.1,5,16.7,35.8,25.5,4.8,17.1,35.8,366,69,246,514,"",,2,0
"MONTANA","Mineral County","30","061",25.3,4.2,18,34.4,25.3,4.1,18.3,34.1,762,122,552,1028,"",,2,0
"MONTANA","Missoula County","30","063",19.5,1.3,17.1,22,19.6,1.3,17.2,22.2,15850,1034,13920,17970,"",,1,0
"MONTANA","Musselshell County","30","065",20.9,3.6,14.6,28.5,21.3,3.5,15.2,28.6,754,124,537,1015,"",,1,0
"MONTANA","Park County","30","067",17.9,2.1,14.1,22.4,18.2,2,14.4,22.5,2290,257,1819,2829,"",,1,0
"MONTANA","Petroleum County","30","069",21.7,5.2,12.9,33,22,5,13.5,32.8,75,17,46,112,"",,1,0
"MONTANA","Phillips County","30","071",21.9,3.6,15.6,29.8,21.9,3.4,15.9,29.4,666,104,482,895,"",,1,0
"MONTANA","Pondera County","30","073",27.7,4.2,20.4,36.6,27.6,4,20.4,36.2,1186,173,878,1556,"",,3,1
"MONTANA","Powder River County","30","075",23.5,4.4,15.9,33.2,23.7,4.2,16.2,32.9,321,57,220,446,"",,1,0
"MONTANA","Powell County","30","077",24.5,3.9,17.6,32.8,24.6,3.9,17.7,32.7,1403,221,1013,1870,"",,1,0
"MONTANA","Prairie County","30","079",25.8,5,17.2,37.2,26.2,4.9,17.9,36.8,231,43,158,325,"",,2,0
"MONTANA","Ravalli County","30","081",19.2,1.8,15.8,23,19.5,1.7,16.3,23.1,6028,540,5028,7144,"",,1,0
"MONTANA","Richland County","30","083",27.1,3.7,20.5,35.1,27.5,3.6,21.1,35.1,1938,252,1487,2470,"",,2,1
"MONTANA","Roosevelt County","30","085",30.7,3.5,24.5,38.1,30.6,3.3,24.6,37.5,1992,217,1605,2446,"",,4,4
"MONTANA","Rosebud County","30","087",39.8,3.9,32.7,47.8,39.6,3.7,32.7,47.2,2472,232,2042,2944,"",,6,5
"MONTANA","Sanders County","30","089",23.8,3.1,18.2,30.5,24.2,3,18.8,30.5,2096,260,1634,2651,"",,1,0
"MONTANA","Sheridan County","30","091",26.8,4.4,19,36.5,26.8,4.1,19.3,35.9,729,113,525,978,"",,2,1
"MONTANA","Silver Bow County","30","093",23.1,1.5,20.2,26.2,23.1,1.4,20.4,25.9,5696,351,5030,6403,"",,1,0
"MONTANA","Stillwater County","30","095",22.1,3.5,16.1,29.5,22.6,3.4,16.7,29.8,1488,224,1100,1963,"",,1,0
"MONTANA","Sweet Grass County","30","097",20.7,3.7,14.4,28.7,21.1,3.6,14.7,28.9,612,103,428,838,"",,1,0
"MONTANA","Teton County","30","099",26.6,4.1,19.5,35.6,26.8,3.9,19.9,35.3,1218,179,906,1604,"",,2,1
"MONTANA","Toole County","30","101",27.2,4.4,19.3,36.6,27.4,4.4,19.7,36.6,1114,177,802,1492,"",,2,1
"MONTANA","Treasure County","30","103",23.9,5.2,14.9,35.4,24.3,5.1,15.5,35.5,122,26,78,178,"",,1,0
"MONTANA","Valley County","30","105",24.6,3.4,18.5,32.1,24.8,3.3,19,31.8,1307,172,1001,1676,"",,1,0
"MONTANA","Wheatland County","30","107",25.8,4.8,17.3,36.7,26.1,4.7,17.9,36.2,378,68,259,524,"",,2,0
"MONTANA","Wibaux County","30","109",21.3,4.6,13.5,31.3,21.6,4.4,14.1,31.1,150,30,98,216,"",,1,0
"MONTANA","Yellowstone County","30","111",25.4,1.4,22.7,28.4,25.8,1.4,23.2,28.6,26950,1446,24250,29880,"",,2,0
"NEBRASKA","Adams County","31","001",28.8,1.6,25.8,32.1,28.7,1.5,25.9,31.8,6944,364,6258,7690,"",,3,2
"NEBRASKA","Antelope County","31","003",29,2.5,24.3,34.4,28.8,2.3,24.5,33.5,1469,118,1250,1708,"",,3,2
"NEBRASKA","Arthur County","31","005",27.9,4.3,20.2,37.1,28.4,4.2,20.5,37.4,71,10,51,93,"",,3,2
"NEBRASKA","Banner County","31","007",29.1,3.8,22.2,37,29.5,3.4,22.9,36.6,173,20,134,214,"",,3,3
"NEBRASKA","Blaine County","31","009",28.3,4.1,20.9,36.8,28.6,3.8,21.9,36.4,97,13,74,123,"",,3,2
"NEBRASKA","Boone County","31","011",28.1,2.5,23.6,33.4,28.2,2.3,24,32.9,1151,94,982,1346,"",,3,2
"NEBRASKA","Box Butte County","31","013",30.5,2.4,26.2,35.4,31,2.2,26.8,35.5,2503,180,2168,2870,"",,4,4
"NEBRASKA","Boyd County","31","015",28.7,3,23.1,34.8,28.5,2.7,23.4,33.9,471,45,388,562,"",,3,2
"NEBRASKA","Brown County","31","017",29,2.8,23.9,34.9,28.8,2.5,24.1,34,720,63,604,852,"",,3,2
"NEBRASKA","Buffalo County","31","019",29.5,1.8,26.2,33.2,29.5,1.8,26.2,33.3,9538,579,8472,10750,"",,3,3
"NEBRASKA","Burt County","31","021",29.1,2.5,24.6,34.1,29.3,2.2,25.2,33.9,1569,121,1348,1816,"",,3,3
"NEBRASKA","Butler County","31","023",29.3,2.4,24.8,34.1,29.2,2.2,25,33.8,1812,139,1552,2095,"",,3,3
"NEBRASKA","Cass County","31","025",27.4,1.9,23.9,31.2,28,1.8,24.5,31.7,5202,341,4554,5900,"",,2,1
"NEBRASKA","Cedar County","31","027",28.4,2.2,24.3,32.8,27.6,1.9,23.9,31.6,1700,119,1474,1945,"",,3,2
"NEBRASKA","Chase County","31","029",27.7,2.6,22.9,33.2,28.1,2.4,23.5,33.1,800,70,671,944,"",,3,1
"NEBRASKA","Cherry County","31","031",28.4,2.5,23.8,33.7,28.5,2.3,24.1,33.4,1209,99,1020,1417,"",,3,2
"NEBRASKA","Cheyenne County","31","033",27.8,2.4,23.4,32.7,27.7,2.2,23.4,32.3,2046,165,1732,2390,"",,3,2
"NEBRASKA","Clay County","31","035",31.2,2.6,26.4,36.6,31.5,2.4,27,36.6,1492,115,1278,1735,"",,4,4
"NEBRASKA","Colfax County","31","037",28.4,2.4,24,33.4,28.7,2.3,24.4,33.5,1949,156,1658,2279,"",,3,2
"NEBRASKA","Cuming County","31","039",29.2,2.4,24.7,34.2,29,2.2,24.8,33.7,2006,154,1716,2326,"",,3,3
"NEBRASKA","Custer County","31","041",30.6,2.1,26.6,34.9,30.7,1.9,27.1,34.6,2493,155,2197,2808,"",,4,4
"NEBRASKA","Dakota County","31","043",33.3,1.5,30.5,36.4,33.7,1.5,30.9,36.8,4541,204,4163,4954,"",,5,5
"NEBRASKA","Dawes County","31","045",27.9,2.3,23.6,32.7,27.6,2.3,23.4,32.3,1742,142,1474,2038,"",,3,2
"NEBRASKA","Dawson County","31","047",29.6,2.1,25.8,33.9,29.9,2,26.2,33.9,5021,334,4404,5699,"",,3,3
